,START_DATE,END_DATE,CATEGORY,START,STOP,MILES,PURPOSE,YEAR,MONTH,MONTH_NAME,DAY,DAY_NAME,DAY_OF_WEEK,HOUR,DISTANCE_KM
21,2016-01-12 15:42:00,2016-01-12 15:54:00,Business,Hell's Kitchen,Midtown,2.0,Errand/Supplies,2016,1,January,12,Tuesday,1,15,3.218
22,2016-01-12 16:02:00,2016-01-12 17:00:00,Business,New York,Queens County,15.1,Meeting,2016,1,January,12,Tuesday,1,16,24.2959
23,2016-01-13 13:54:00,2016-01-13 14:07:00,Business,Downtown,Gulfton,11.2,Meeting,2016,1,January,13,Wednesday,2,13,18.020799999999998
24,2016-01-13 15:00:00,2016-01-13 15:28:00,Business,Gulfton,Downtown,11.8,Meeting,2016,1,January,13,Wednesday,2,15,18.9862
25,2016-01-14 16:29:00,2016-01-14 17:05:00,Business,Houston,Houston,21.9,Customer Visit,2016,1,January,14,Thursday,3,16,35.2371
26,2016-01-14 21:39:00,2016-01-14 21:45:00,Business,Eagan Park,Jamestown Court,3.9,Errand/Supplies,2016,1,January,14,Thursday,3,21,6.2751
27,2016-01-15 00:41:00,2016-01-15 01:01:00,Business,Morrisville,Cary,8.0,Errand/Supplies,2016,1,January,15,Friday,4,0,12.872
28,2016-01-15 11:43:00,2016-01-15 12:03:00,Business,Cary,Durham,10.4,Meal/Entertain,2016,1,January,15,Friday,4,11,16.7336
29,2016-01-15 13:26:00,2016-01-15 13:44:00,Business,Durham,Cary,10.4,Meal/Entertain,2016,1,January,15,Friday,4,13,16.7336
30,2016-01-18 14:55:00,2016-01-18 15:06:00,Business,Cary,Cary,4.8,Meal/Entertain,2016,1,January,18,Monday,0,14,7.723199999999999
31,2016-01-18 16:13:00,2016-01-18 16:24:00,Business,Farmington Woods,Whitebridge,4.7,Meal/Entertain,2016,1,January,18,Monday,0,16,7.5623000000000005
32,2016-01-19 09:09:00,2016-01-19 09:23:00,Business,Whitebridge,Lake Wellingborough,7.2,Others,2016,1,January,19,Tuesday,1,9,11.5848
33,2016-01-19 10:55:00,2016-01-19 11:09:00,Business,Lake Wellingborough,Whitebridge,7.6,Temporary Site,2016,1,January,19,Tuesday,1,10,12.228399999999999
34,2016-01-20 10:36:00,2016-01-20 11:11:00,Business,Cary,Raleigh,17.1,Meeting,2016,1,January,20,Wednesday,2,10,27.513900000000003
35,2016-01-20 11:48:00,2016-01-20 12:19:00,Business,Fayetteville Street,Umstead,15.1,Meeting,2016,1,January,20,Wednesday,2,11,24.2959
36,2016-01-20 13:25:00,2016-01-20 14:19:00,Business,Raleigh,Cary,40.2,Customer Visit,2016,1,January,20,Wednesday,2,13,64.68180000000001
37,2016-01-21 14:25:00,2016-01-21 14:29:00,Business,Cary,Cary,1.6,Errand/Supplies,2016,1,January,21,Thursday,3,14,2.5744000000000002
38,2016-01-21 14:43:00,2016-01-21 14:51:00,Business,Cary,Cary,2.4,Meal/Entertain,2016,1,January,21,Thursday,3,14,3.8615999999999997
39,2016-01-21 16:01:00,2016-01-21 16:06:00,Business,Cary,Cary,1.0,Meal/Entertain,2016,1,January,21,Thursday,3,16,1.609
40,2016-01-26 10:41:00,2016-01-26 10:50:00,Business,Whitebridge,Hazelwood,2.0,Meal/Entertain,2016,1,January,26,Tuesday,1,10,3.218
41,2016-01-26 12:33:00,2016-01-26 12:41:00,Business,Hazelwood,Whitebridge,2.3,Errand/Supplies,2016,1,January,26,Tuesday,1,12,3.7007
42,2016-01-26 16:24:00,2016-01-26 16:32:00,Business,Whitebridge,Westpark Place,1.9,Errand/Supplies,2016,1,January,26,Tuesday,1,16,3.0570999999999997
43,2016-01-26 17:17:00,2016-01-26 17:22:00,Business,Cary,Cary,1.4,Errand/Supplies,2016,1,January,26,Tuesday,1,17,2.2525999999999997
44,2016-01-26 17:27:00,2016-01-26 17:29:00,Business,Cary,Cary,0.5,Errand/Supplies,2016,1,January,26,Tuesday,1,17,0.8045
45,2016-01-27 09:24:00,2016-01-27 09:31:00,Business,Cary,Cary,1.8,Meeting,2016,1,January,27,Wednesday,2,9,2.8962
46,2016-01-27 10:19:00,2016-01-27 10:48:00,Business,Cary,Raleigh,18.7,Customer Visit,2016,1,January,27,Wednesday,2,10,30.0883
47,2016-01-27 12:34:00,2016-01-27 12:44:00,Business,Fairmont,Meredith Townes,3.4,Customer Visit,2016,1,January,27,Wednesday,2,12,5.4706
48,2016-01-27 14:05:00,2016-01-27 14:13:00,Business,Raleigh,Raleigh,2.7,Customer Visit,2016,1,January,27,Wednesday,2,14,4.3443000000000005
49,2016-01-27 14:46:00,2016-01-27 15:08:00,Business,Raleigh,Cary,12.9,Customer Visit,2016,1,January,27,Wednesday,2,14,20.7561
50,2016-01-28 12:28:00,2016-01-28 13:00:00,Business,Cary,Raleigh,19.0,Temporary Site,2016,1,January,28,Thursday,3,12,30.570999999999998
51,2016-01-28 15:11:00,2016-01-28 15:31:00,Business,Meredith Townes,Leesville Hollow,14.7,Meeting,2016,1,January,28,Thursday,3,15,23.6523
52,2016-01-28 16:21:00,2016-01-28 16:51:00,Business,Raleigh,Cary,15.7,Meeting,2016,1,January,28,Thursday,3,16,25.2613
53,2016-01-29 09:31:00,2016-01-29 09:45:00,Business,Cary,Cary,4.6,Customer Visit,2016,1,January,29,Friday,4,9,7.4014
54,2016-01-29 10:56:00,2016-01-29 11:07:00,Business,Cary,Cary,5.2,Meeting,2016,1,January,29,Friday,4,10,8.3668
55,2016-01-29 11:43:00,2016-01-29 12:03:00,Business,Cary,Durham,10.4,Meeting,2016,1,January,29,Friday,4,11,16.7336
56,2016-01-29 13:24:00,2016-01-29 13:47:00,Business,Durham,Cary,10.1,Meeting,2016,1,January,29,Friday,4,13,16.250899999999998
57,2016-01-29 18:31:00,2016-01-29 18:52:00,Business,Cary,Apex,5.8,Errand/Supplies,2016,1,January,29,Friday,4,18,9.3322
58,2016-01-29 21:21:00,2016-01-29 21:40:00,Business,Apex,Cary,5.5,Meal/Entertain,2016,1,January,29,Friday,4,21,8.849499999999999
59,2016-01-30 16:21:00,2016-01-30 16:33:00,Business,Cary,Apex,5.7,Errand/Supplies,2016,1,January,30,Saturday,5,16,9.1713
60,2016-01-30 18:09:00,2016-01-30 18:24:00,Business,Apex,Cary,5.7,Customer Visit,2016,1,January,30,Saturday,5,18,9.1713
61,2016-02-01 10:35:00,2016-02-01 11:15:00,Business,Cary,Chapel Hill,19.4,Customer Visit,2016,2,February,1,Monday,0,10,31.214599999999997
62,2016-02-01 12:10:00,2016-02-01 12:43:00,Business,Chapel Hill,Cary,23.3,Customer Visit,2016,2,February,1,Monday,0,12,37.4897
63,2016-02-01 12:56:00,2016-02-01 13:07:00,Business,Northwoods,Whitebridge,3.9,Meal/Entertain,2016,2,February,1,Monday,0,12,6.2751
64,2016-02-02 13:04:00,2016-02-02 13:23:00,Business,Whitebridge,Williamsburg Manor,8.3,Meeting,2016,2,February,2,Tuesday,1,13,13.354700000000001
65,2016-02-02 13:51:00,2016-02-02 14:06:00,Business,Cary,Cary,6.0,Errand/Supplies,2016,2,February,2,Tuesday,1,13,9.654
66,2016-02-02 14:38:00,2016-02-02 14:42:00,Business,Cary,Cary,1.6,Errand/Supplies,2016,2,February,2,Tuesday,1,14,2.5744000000000002
67,2016-02-04 08:40:00,2016-02-04 09:01:00,Business,Cary,Morrisville,5.2,Errand/Supplies,2016,2,February,4,Thursday,3,8,8.3668
68,2016-02-04 09:37:00,2016-02-04 10:09:00,Business,Morrisville,Cary,9.7,Meal/Entertain,2016,2,February,4,Thursday,3,9,15.607299999999999
69,2016-02-04 10:26:00,2016-02-04 10:32:00,Business,Cary,Cary,1.6,Meal/Entertain,2016,2,February,4,Thursday,3,10,2.5744000000000002
70,2016-02-04 15:59:00,2016-02-04 16:03:00,Business,Cary,Cary,1.1,Meal/Entertain,2016,2,February,4,Thursday,3,15,1.7699
71,2016-02-04 16:35:00,2016-02-04 16:39:00,Business,Cary,Cary,1.6,Meal/Entertain,2016,2,February,4,Thursday,3,16,2.5744000000000002
72,2016-02-04 18:04:00,2016-02-04 18:31:00,Business,Whitebridge,Macgregor Downs,9.0,Meeting,2016,2,February,4,Thursday,3,18,14.481
73,2016-02-04 20:36:00,2016-02-04 20:55:00,Business,Cary,Cary,7.7,Meeting,2016,2,February,4,Thursday,3,20,12.3893
74,2016-02-05 11:47:00,2016-02-05 12:07:00,Business,Cary,Durham,10.4,Meeting,2016,2,February,5,Friday,4,11,16.7336
75,2016-02-05 13:22:00,2016-02-05 13:41:00,Business,Durham,Cary,10.4,Meeting,2016,2,February,5,Friday,4,13,16.7336
76,2016-02-06 16:20:00,2016-02-06 16:53:00,Business,Cary,Raleigh,11.4,Between Offices,2016,2,February,6,Saturday,5,16,18.3426
77,2016-02-06 18:57:00,2016-02-06 19:21:00,Business,Raleigh,Cary,9.0,Errand/Supplies,2016,2,February,6,Saturday,5,18,14.481
78,2016-02-06 19:28:00,2016-02-06 19:37:00,Business,Edgehill Farms,Whitebridge,3.2,Meal/Entertain,2016,2,February,6,Saturday,5,19,5.1488000000000005
79,2016-02-07 16:49:00,2016-02-07 17:01:00,Business,Cary,Apex,5.6,Errand/Supplies,2016,2,February,7,Sunday,6,16,9.010399999999999
80,2016-02-07 18:03:00,2016-02-07 18:17:00,Business,Apex,Cary,5.7,Customer Visit,2016,2,February,7,Sunday,6,18,9.1713
81,2016-02-07 18:39:00,2016-02-07 18:53:00,Business,Cary,Morrisville,6.1,Temporary Site,2016,2,February,7,Sunday,6,18,9.8149
82,2016-02-07 20:22:00,2016-02-07 20:40:00,Business,Morrisville,Cary,6.1,Meeting,2016,2,February,7,Sunday,6,20,9.8149
83,2016-02-08 12:57:00,2016-02-08 13:08:00,Business,Whitebridge,Edgehill Farms,4.3,Meal/Entertain,2016,2,February,8,Monday,0,12,6.918699999999999
84,2016-02-08 14:00:00,2016-02-08 14:10:00,Business,Edgehill Farms,Whitebridge,2.7,Meal/Entertain,2016,2,February,8,Monday,0,14,4.3443000000000005
85,2016-02-09 10:54:00,2016-02-09 11:07:00,Personal,Whitebridge,Northwoods,5.3,Others,2016,2,February,9,Tuesday,1,10,8.5277
86,2016-02-09 11:43:00,2016-02-09 11:50:00,Personal,Northwoods,Tanglewood,3.0,Others,2016,2,February,9,Tuesday,1,11,4.827
87,2016-02-09 13:36:00,2016-02-09 13:52:00,Personal,Tanglewood,Preston,5.1,Others,2016,2,February,9,Tuesday,1,13,8.2059
88,2016-02-09 13:58:00,2016-02-09 14:02:00,Personal,Preston,Whitebridge,1.5,Others,2016,2,February,9,Tuesday,1,13,2.4135
89,2016-02-09 18:55:00,2016-02-09 19:11:00,Business,Cary,Morrisville,6.1,Others,2016,2,February,9,Tuesday,1,18,9.8149
90,2016-02-09 20:24:00,2016-02-09 20:40:00,Business,Morrisville,Cary,6.1,Meal/Entertain,2016,2,February,9,Tuesday,1,20,9.8149
91,2016-02-11 16:28:00,2016-02-11 17:10:00,Business,Cary,Raleigh,17.3,Meal/Entertain,2016,2,February,11,Thursday,3,16,27.8357
92,2016-02-11 17:49:00,2016-02-11 18:10:00,Business,Eastgate,Walnut Terrace,5.7,Meal/Entertain,2016,2,February,11,Thursday,3,17,9.1713
93,2016-02-11 18:24:00,2016-02-11 18:46:00,Business,Raleigh,Morrisville,13.5,Temporary Site,2016,2,February,11,Thursday,3,18,21.7215
94,2016-02-11 20:36:00,2016-02-11 20:51:00,Business,Morrisville,Cary,6.1,Temporary Site,2016,2,February,11,Thursday,3,20,9.8149
95,2016-02-12 08:21:00,2016-02-12 08:42:00,Business,Cary,Durham,8.5,Temporary Site,2016,2,February,12,Friday,4,8,13.6765
96,2016-02-12 10:45:00,2016-02-12 10:52:00,Business,Durham,Morrisville,2.6,Temporary Site,2016,2,February,12,Friday,4,10,4.1834
97,2016-02-12 11:14:00,2016-02-12 11:35:00,Business,Morrisville,Raleigh,17.0,Customer Visit,2016,2,February,12,Friday,4,11,27.353
98,2016-02-12 13:02:00,2016-02-12 13:36:00,Business,Raleigh,Cary,18.0,Meeting,2016,2,February,12,Friday,4,13,28.962
99,2016-02-12 14:49:00,2016-02-12 15:06:00,Business,Cary,Morrisville,8.4,Meeting,2016,2,February,12,Friday,4,14,13.515600000000001
100,2016-02-12 15:33:00,2016-02-12 16:06:00,Business,Morrisville,Cary,11.5,Customer Visit,2016,2,February,12,Friday,4,15,18.5035
101,2016-02-13 14:21:00,2016-02-13 14:41:00,Business,Cary,Morrisville,8.9,Meeting,2016,2,February,13,Saturday,5,14,14.3201
102,2016-02-13 23:45:00,2016-02-14 00:01:00,Personal,East Elmhurst,Jackson Heights,2.7,Others,2016,2,February,13,Saturday,5,23,4.3443000000000005
103,2016-02-14 00:50:00,2016-02-14 01:00:00,Personal,Jackson Heights,East Elmhurst,1.8,Others,2016,2,February,14,Sunday,6,0,2.8962
104,2016-02-14 14:07:00,2016-02-14 14:40:00,Business,East Elmhurst,New York,8.1,Meeting,2016,2,February,14,Sunday,6,14,13.0329
105,2016-02-14 14:46:00,2016-02-14 15:03:00,Business,Midtown,Midtown West,2.0,Meeting,2016,2,February,14,Sunday,6,14,3.218
106,2016-02-14 16:35:00,2016-02-14 17:02:00,Business,New York,Long Island City,13.0,Meeting,2016,2,February,14,Sunday,6,16,20.917
107,2016-02-14 17:06:00,2016-02-14 17:29:00,Business,Long Island City,Jamaica,13.9,Meeting,2016,2,February,14,Sunday,6,17,22.3651
108,2016-02-16 03:21:00,2016-02-16 04:13:00,Business,Katunayaka,Unknown Location,43.7,Customer Visit,2016,2,February,16,Tuesday,1,3,70.3133
109,2016-02-16 08:29:00,2016-02-16 09:34:00,Business,Unknown Location,Colombo,14.1,Others,2016,2,February,16,Tuesday,1,8,22.686899999999998
110,2016-02-16 10:31:00,2016-02-16 10:41:00,Business,Colombo,Colombo,2.6,Others,2016,2,February,16,Tuesday,1,10,4.1834
111,2016-02-16 11:32:00,2016-02-16 12:02:00,Business,Colombo,Colombo,4.5,Others,2016,2,February,16,Tuesday,1,11,7.2405
112,2016-02-16 12:39:00,2016-02-16 12:42:00,Business,Colombo,Colombo,1.7,Others,2016,2,February,16,Tuesday,1,12,2.7353
113,2016-02-16 13:43:00,2016-02-16 13:55:00,Business,Colombo,Colombo,1.8,Temporary Site,2016,2,February,16,Tuesday,1,13,2.8962
114,2016-02-16 16:34:00,2016-02-16 17:10:00,Business,Colombo,Colombo,6.0,Others,2016,2,February,16,Tuesday,1,16,9.654
115,2016-02-16 17:17:00,2016-02-16 17:26:00,Business,Colombo,Nugegoda,1.1,Meal/Entertain,2016,2,February,16,Tuesday,1,17,1.7699
116,2016-02-16 17:40:00,2016-02-16 17:44:00,Business,Nugegoda,Unknown Location,3.6,Errand/Supplies,2016,2,February,16,Tuesday,1,17,5.7924
117,2016-02-17 13:18:00,2016-02-17 14:04:00,Business,Unknown Location,Colombo,14.7,Temporary Site,2016,2,February,17,Wednesday,2,13,23.6523
118,2016-02-17 15:17:00,2016-02-17 15:22:00,Business,Colombo,Colombo,1.7,Meal/Entertain,2016,2,February,17,Wednesday,2,15,2.7353
119,2016-02-17 15:33:00,2016-02-17 16:17:00,Business,Colombo,Katunayaka,21.4,Temporary Site,2016,2,February,17,Wednesday,2,15,34.4326
120,2016-02-17 16:38:00,2016-02-17 16:43:00,Business,Katunayaka,Katunayaka,0.5,Errand/Supplies,2016,2,February,17,Wednesday,2,16,0.8045
121,2016-02-18 08:19:00,2016-02-18 08:27:00,Business,Unknown Location,Unknown Location,23.5,Temporary Site,2016,2,February,18,Thursday,3,8,37.8115
122,2016-02-18 14:03:00,2016-02-18 14:45:00,Business,Unknown Location,Islamabad,12.7,Temporary Site,2016,2,February,18,Thursday,3,14,20.4343
123,2016-02-18 15:16:00,2016-02-18 15:31:00,Business,Islamabad,Unknown Location,6.0,Temporary Site,2016,2,February,18,Thursday,3,15,9.654
124,2016-02-18 18:44:00,2016-02-18 18:58:00,Business,Unknown Location,Islamabad,5.2,Customer Visit,2016,2,February,18,Thursday,3,18,8.3668
125,2016-02-18 19:27:00,2016-02-18 20:08:00,Business,Islamabad,Unknown Location,10.0,Meeting,2016,2,February,18,Thursday,3,19,16.09
126,2016-02-19 09:02:00,2016-02-19 09:14:00,Business,Unknown Location,Unknown Location,18.3,Meeting,2016,2,February,19,Friday,4,9,29.4447
127,2016-02-19 09:21:00,2016-02-19 09:51:00,Business,Unknown Location,Unknown Location,11.2,Meeting,2016,2,February,19,Friday,4,9,18.020799999999998
128,2016-02-19 10:21:00,2016-02-19 10:48:00,Business,Unknown Location,Islamabad,7.6,Meeting,2016,2,February,19,Friday,4,10,12.228399999999999
129,2016-02-19 11:20:00,2016-02-19 11:26:00,Personal,Islamabad,Islamabad,1.5,Others,2016,2,February,19,Friday,4,11,2.4135
130,2016-02-19 11:45:00,2016-02-19 11:50:00,Personal,Islamabad,Islamabad,1.0,Others,2016,2,February,19,Friday,4,11,1.609
131,2016-02-19 12:09:00,2016-02-19 12:27:00,Business,Islamabad,Unknown Location,7.3,Temporary Site,2016,2,February,19,Friday,4,12,11.7457
132,2016-02-19 16:26:00,2016-02-19 16:45:00,Business,Unknown Location,Islamabad,3.5,Others,2016,2,February,19,Friday,4,16,5.6315
133,2016-02-19 17:09:00,2016-02-19 17:20:00,Business,Islamabad,Islamabad,4.2,Others,2016,2,February,19,Friday,4,17,6.7578000000000005
134,2016-02-19 20:08:00,2016-02-19 20:30:00,Personal,Islamabad,Unknown Location,13.6,Others,2016,2,February,19,Friday,4,20,21.8824
135,2016-02-19 20:34:00,2016-02-19 20:51:00,Personal,Unknown Location,Unknown Location,2.5,Others,2016,2,February,19,Friday,4,20,4.0225
136,2016-02-20 07:59:00,2016-02-20 08:32:00,Personal,Unknown Location,Islamabad,14.4,Others,2016,2,February,20,Saturday,5,7,23.1696
137,2016-02-20 10:48:00,2016-02-20 10:56:00,Personal,Islamabad,Islamabad,3.0,Others,2016,2,February,20,Saturday,5,10,4.827
138,2016-02-20 11:45:00,2016-02-20 11:53:00,Personal,Islamabad,Islamabad,1.5,Others,2016,2,February,20,Saturday,5,11,2.4135
139,2016-02-20 12:41:00,2016-02-20 13:17:00,Business,Islamabad,R?walpindi,18.4,Others,2016,2,February,20,Saturday,5,12,29.6056
140,2016-02-20 14:50:00,2016-02-20 15:54:00,Business,R?walpindi,R?walpindi,23.1,Meeting,2016,2,February,20,Saturday,5,14,37.1679
141,2016-02-20 16:59:00,2016-02-20 17:54:00,Personal,R?walpindi,Unknown Location,16.5,Others,2016,2,February,20,Saturday,5,16,26.5485
142,2016-02-20 18:00:00,2016-02-20 18:03:00,Business,Unknown Location,Unknown Location,3.2,Errand/Supplies,2016,2,February,20,Saturday,5,18,5.1488000000000005
143,2016-02-20 19:28:00,2016-02-20 19:49:00,Business,Unknown Location,Unknown Location,7.7,Errand/Supplies,2016,2,February,20,Saturday,5,19,12.3893
144,2016-02-21 09:07:00,2016-02-21 09:46:00,Business,Unknown Location,Islamabad,14.5,Others,2016,2,February,21,Sunday,6,9,23.3305
145,2016-02-21 11:39:00,2016-02-21 11:43:00,Business,Unknown Location,Islamabad,2.4,Errand/Supplies,2016,2,February,21,Sunday,6,11,3.8615999999999997
146,2016-02-21 11:47:00,2016-02-21 12:01:00,Business,Islamabad,Islamabad,4.6,Errand/Supplies,2016,2,February,21,Sunday,6,11,7.4014
147,2016-02-21 12:13:00,2016-02-21 12:35:00,Business,Islamabad,Unknown Location,8.8,Meal/Entertain,2016,2,February,21,Sunday,6,12,14.1592
148,2016-02-21 12:51:00,2016-02-21 13:12:00,Business,Unknown Location,Unknown Location,8.3,Temporary Site,2016,2,February,21,Sunday,6,12,13.354700000000001
149,2016-02-21 13:33:00,2016-02-21 14:30:00,Business,Unknown Location,Unknown Location,22.7,Temporary Site,2016,2,February,21,Sunday,6,13,36.5243
150,2016-02-21 14:36:00,2016-02-21 15:03:00,Business,Unknown Location,Islamabad,13.0,Temporary Site,2016,2,February,21,Sunday,6,14,20.917
151,2016-02-21 15:14:00,2016-02-21 15:31:00,Business,Islamabad,Noorpur Shahan,8.1,Temporary Site,2016,2,February,21,Sunday,6,15,13.0329
152,2016-02-21 15:36:00,2016-02-21 15:41:00,Business,Noorpur Shahan,Unknown Location,2.2,Meal/Entertain,2016,2,February,21,Sunday,6,15,3.5398
153,2016-02-21 16:04:00,2016-02-21 16:32:00,Business,Unknown Location,Unknown Location,9.7,Others,2016,2,February,21,Sunday,6,16,15.607299999999999
154,2016-02-21 23:15:00,2016-02-21 23:52:00,Business,Unknown Location,R?walpindi,20.0,Meeting,2016,2,February,21,Sunday,6,23,32.18
155,2016-02-22 21:54:00,2016-02-22 22:09:00,Business,Morrisville,Cary,8.1,Customer Visit,2016,2,February,22,Monday,0,21,13.0329
156,2016-02-24 14:30:00,2016-02-24 14:35:00,Business,Whitebridge,Preston,1.5,Others,2016,2,February,24,Wednesday,2,14,2.4135
157,2016-02-24 15:19:00,2016-02-24 15:25:00,Business,Preston,Whitebridge,1.7,Errand/Supplies,2016,2,February,24,Wednesday,2,15,2.7353
158,2016-02-25 16:27:00,2016-02-25 16:35:00,Business,Whitebridge,Heritage Pines,3.1,Errand/Supplies,2016,2,February,25,Thursday,3,16,4.9879
159,2016-02-25 16:47:00,2016-02-25 17:02:00,Business,Heritage Pines,Whitebridge,3.2,Errand/Supplies,2016,2,February,25,Thursday,3,16,5.1488000000000005
160,2016-02-25 17:16:00,2016-02-25 17:36:00,Business,Whitebridge,Tanglewood,6.0,Meal/Entertain,2016,2,February,25,Thursday,3,17,9.654
161,2016-02-25 18:22:00,2016-02-25 18:39:00,Business,Tanglewood,Whitebridge,5.8,Meal/Entertain,2016,2,February,25,Thursday,3,18,9.3322
162,2016-02-26 09:06:00,2016-02-26 09:29:00,Business,Whitebridge,Westpark Place,6.3,Others,2016,2,February,26,Friday,4,9,10.1367
163,2016-02-26 11:05:00,2016-02-26 11:11:00,Personal,Westpark Place,Whitebridge,1.7,Others,2016,2,February,26,Friday,4,11,2.7353
164,2016-02-26 11:35:00,2016-02-26 11:59:00,Business,Cary,Durham,10.6,Meeting,2016,2,February,26,Friday,4,11,17.0554
165,2016-02-26 13:01:00,2016-02-26 13:24:00,Business,Durham,Cary,9.9,Meeting,2016,2,February,26,Friday,4,13,15.9291
166,2016-02-26 14:38:00,2016-02-26 14:46:00,Personal,Whitebridge,Westpark Place,1.9,Others,2016,2,February,26,Friday,4,14,3.0570999999999997
167,2016-02-26 15:00:00,2016-02-26 15:18:00,Personal,Westpark Place,Hazelwood,4.2,Others,2016,2,February,26,Friday,4,15,6.7578000000000005
168,2016-02-26 17:01:00,2016-02-26 17:12:00,Personal,Hazelwood,Whitebridge,2.0,Others,2016,2,February,26,Friday,4,17,3.218
169,2016-02-28 05:22:00,2016-02-28 05:38:00,Business,Whitebridge,Waverly Place,7.7,Meeting,2016,2,February,28,Sunday,6,5,12.3893
170,2016-02-28 09:26:00,2016-02-28 09:42:00,Business,Waverly Place,Whitebridge,6.8,Meeting,2016,2,February,28,Sunday,6,9,10.9412
171,2016-02-29 11:07:00,2016-02-29 11:14:00,Personal,Whitebridge,Westpark Place,2.1,Others,2016,2,February,29,Monday,0,11,3.3789000000000002
172,2016-02-29 11:30:00,2016-02-29 11:40:00,Business,Cary,Apex,3.8,Meeting,2016,2,February,29,Monday,0,11,6.114199999999999
173,2016-02-29 12:36:00,2016-02-29 12:48:00,Business,Apex,Cary,5.6,Meeting,2016,2,February,29,Monday,0,12,9.010399999999999
174,2016-02-29 14:55:00,2016-02-29 15:03:00,Business,Whitebridge,Hazelwood,2.6,Others,2016,2,February,29,Monday,0,14,4.1834
175,2016-02-29 16:40:00,2016-02-29 17:00:00,Business,Hazelwood,Whitebridge,6.6,Customer Visit,2016,2,February,29,Monday,0,16,10.619399999999999
176,2016-03-01 18:47:00,2016-03-01 19:10:00,Business,Whitebridge,Wayne Ridge,8.0,Meal/Entertain,2016,3,March,1,Tuesday,1,18,12.872
177,2016-03-01 21:27:00,2016-03-01 21:45:00,Business,Wayne Ridge,Whitebridge,8.0,Meeting,2016,3,March,1,Tuesday,1,21,12.872
